label	text_a
1	Friedreich's <e1>ataxia</e1> (regulation of ferrochelatase activity), the autosomal neurodegenerative disorder is the only human disease known so far, where a large purine (glycogen catabolic process) repeat in the <e2>regulation of ferrochelatase activity</e2> gene is known to inhibit the expression of frataxin protein.
1	Dendritic cell (neuron migration)-based immunotherapies have been created for a broad expanse of <e1>cancer</e1>s, and DC vaccines prepared with Wilms' tumor protein 1 (<e2>negative regulation of transcription by RNA polymerase II</e2>) peptides have shown G protein-coupled receptor signaling pathway therapeutic efficacy in these diseases.
1	Dendritic cell (neuron migration)-based immunotherapies have been created for a broad expanse of cancers, and DC vaccines prepared with Wilms' <e1>tumor</e1> protein 1 (<e2>negative regulation of transcription by RNA polymerase II</e2>) peptides have shown G protein-coupled receptor signaling pathway therapeutic efficacy in these diseases.
1	In this paper, we report the results of a phase I/II study of a DC-based vaccination for advanced breast, ovarian, and <e1>gastric cancers</e1>, and we offer evidence that patients can be effectively vaccinated with autologous DCs pulsed with <e2>negative regulation of transcription by RNA polymerase II</e2> peptide.
1	Elevated serum <e1>negative regulation of transcription by RNA polymerase II</e1> concentrations in primary and secondary <e2>hyperparathyroidism</e2> have been associated with bone disease, hypertension, and in some studies, cardiovascular mortality.
1	<b>Methods</b>: Analysis of publicly available microarray data of oral negative regulation of peptidase activity revealed that <e1>bile acid metabolic process</e1> was significantly upregulated in <e2>tumor</e2> tissue compared with normal mucosa.
1	Uveal melanomas are molecularly distinct from <e1>cutaneous melanomas</e1> and lack mutations in BRAF, <e2>Ras protein signal transduction</e2>, activation of MAPK activity, and NF1.
1	Uveal melanomas are molecularly distinct from <e1>cutaneous melanomas</e1> and lack mutations in BRAF, Ras protein signal transduction, <e2>activation of MAPK activity</e2>, and NF1.
1	Using a proteomics screen, we now show that the mitochondrial unfoldase-peptidase complex <e1>ATP metabolic process</e1>P associates with the oncoprotein protein phosphorylation and the respiratory chain Complex II subunit succinate dehydrogenase B (tricarboxylic acid cycle) in mitochondria of <e2>tumor</e2> cells.
1	Using a proteomics screen, we now show that the mitochondrial unfoldase-peptidase complex ATP metabolic processP associates with the oncoprotein <e1>protein phosphorylation</e1> and the respiratory chain Complex II subunit succinate dehydrogenase B (tricarboxylic acid cycle) in mitochondria of <e2>tumor</e2> cells.
1	Using a proteomics screen, we now show that the mitochondrial unfoldase-peptidase complex ATP metabolic processP associates with the oncoprotein protein phosphorylation and the respiratory chain Complex II subunit succinate dehydrogenase B (<e1>tricarboxylic acid cycle</e1>) in mitochondria of <e2>tumor</e2> cells.
1	Deregulated mitochondrial respiration induced by <e1>ATP metabolic process</e1>P targeting causes oxidative stress, which in turn reduces <e2>tumor</e2> cell proliferation, suppresses cell motility, and abolishes metastatic dissemination in vivo.
1	<e1>proteolysis involved in cellular protein catabolic process</e1> is universally overexpressed in primary and metastatic human <e2>cancer</e2>, correlating with shortened patient survival.
1	Therefore, <e1>tumor</e1>s exploit <e2>ATP metabolic process</e2>P-directed proteostasis to maintain mitochondrial bioenergetics, buffer oxidative stress, and enable metastatic competence.
1	The gene responsible for an <e1>autosomal recessive</e1> Pelizaeus-Merzbacher-like disease called HLD5 is named <e2>phosphatidylinositol phosphorylation</e2> (also known as phosphatidylinositol phosphorylation or phosphatidylinositol phosphorylation).
1	The gene responsible for an <e1>autosomal recessive</e1> Pelizaeus-Merzbacher-like disease called HLD5 is named phosphatidylinositol phosphorylation (also known as <e2>phosphatidylinositol phosphorylation</e2> or phosphatidylinositol phosphorylation).
1	The gene responsible for an <e1>autosomal recessive</e1> Pelizaeus-Merzbacher-like disease called HLD5 is named phosphatidylinositol phosphorylation (also known as phosphatidylinositol phosphorylation or <e2>phosphatidylinositol phosphorylation</e2>).
1	After targeting to endothelial differentiation gene (Edg) family <e1>blood circulation</e1> receptors (LPA1, LPA2, LPA3) and non-Edg family LPA receptors (LPA4, LPA5, LPA6), LPA mediates physiological and pathological processes such as embryonic development, angiogenesis, <e2>tumor</e2> progression, fibrogenesis, wound healing, ischemia/reperfusion injury, and inflammatory reactions.
1	Six genes (<e1>positive regulation of cell death</e1>, MUC1, CRYBB2, L-serine metabolic process, SQLE, dTMP biosynthetic process) were differentially expressed by race among Luminal A breast <e2>cancer</e2>s and were associated with survival (HR &lt;0.8, HR &gt;1.25).
1	Six genes (positive regulation of cell death, MUC1, CRYBB2, <e1>L-serine metabolic process</e1>, SQLE, dTMP biosynthetic process) were differentially expressed by race among Luminal A breast <e2>cancer</e2>s and were associated with survival (HR &lt;0.8, HR &gt;1.25).
1	Six genes (positive regulation of cell death, MUC1, CRYBB2, L-serine metabolic process, SQLE, <e1>dTMP biosynthetic process</e1>) were differentially expressed by race among Luminal A breast <e2>cancer</e2>s and were associated with survival (HR &lt;0.8, HR &gt;1.25).
1	For all six genes, <e1>tumors</e1> in AA had higher expression of poor prognosis genes (visual perception, L-serine metabolic process, sterol biosynthetic process, dTMP biosynthetic process) and lower expression of good prognosis genes (<e2>positive regulation of cell death</e2>, DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest).
1	For all six genes, <e1>tumors</e1> in AA had higher expression of poor prognosis genes (visual perception, L-serine metabolic process, sterol biosynthetic process, dTMP biosynthetic process) and lower expression of good prognosis genes (positive regulation of cell death, <e2>DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest</e2>).
1	For all six genes, <e1>tumors</e1> in AA had higher expression of poor prognosis genes (<e2>visual perception</e2>, L-serine metabolic process, sterol biosynthetic process, dTMP biosynthetic process) and lower expression of good prognosis genes (positive regulation of cell death, DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest).
1	For all six genes, <e1>tumors</e1> in AA had higher expression of poor prognosis genes (visual perception, <e2>L-serine metabolic process</e2>, sterol biosynthetic process, dTMP biosynthetic process) and lower expression of good prognosis genes (positive regulation of cell death, DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest).
1	For all six genes, <e1>tumors</e1> in AA had higher expression of poor prognosis genes (visual perception, L-serine metabolic process, <e2>sterol biosynthetic process</e2>, dTMP biosynthetic process) and lower expression of good prognosis genes (positive regulation of cell death, DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest).
1	For all six genes, <e1>tumors</e1> in AA had higher expression of poor prognosis genes (visual perception, L-serine metabolic process, sterol biosynthetic process, <e2>dTMP biosynthetic process</e2>) and lower expression of good prognosis genes (positive regulation of cell death, DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest).
1	Some of these differences (<e1>visual perception</e1> and L-serine metabolic process) may exist from the earliest stages of <e2>tumor</e2> development, or may even precede malignancy.
1	Some of these differences (visual perception and <e1>L-serine metabolic process</e1>) may exist from the earliest stages of <e2>tumor</e2> development, or may even precede malignancy.
1	Helicaselike transcription factor (<e1>regulation of transcription, DNA-templated</e1>) has been identified as a <e2>tumor</e2> suppressor gene.
1	The hypermethylation of <e1>regulation of transcription by RNA polymerase II</e1> is frequently observed in various types of <e2>cancer</e2>, including colorectal cancer(CRC).
1	Through epigenomic study of a colon cancer cell line pair (HCT116 and DKO), we identified <i>JPH3</i> as a methylated novel <e1>tumor</e1> suppressor gene (<e2>negative regulation of cytokine production</e2>) candidate at 16q24.
1	Thus, <i>JPH3</i> was identified as a novel <e1>negative regulation of cytokine production</e1> methylated in colorectal and gastric <e2>tumor</e2>s which promotes mitochondrial-mediated apoptosis, also as a potential metastasis and survival biomarker for digestive cancers.
1	The aim of this study was to determine the association between <e1>protein targeting to membrane</e1> and gastric <e2>cancer</e2>, in addition to its functional role in this disease.
1	In addition, we verified the co-expression of and interplay between <e1>protein targeting to membrane</e1> and SSX2 during gastric <e2>cancer</e2> progression.
1	Thus, these findings elucidated the central role of protein targeting to membrane in inducing an invasive phenotype in gastric <e1>cancer</e1> cells, in addition to its involvement in <e2>cytokine production</e2>.
1	At least 36 different forms of <e1>G protein-coupled receptor signaling pathway</e1> are known, 20 autosomal-recessive, two X-linked, and several forms of <e2>ataxia</e2> associated with mitochondrial defects are known to date.
1	Only a few genes, including <e1>nucleosome disassembly</e1>, SMO, regulation of transcription by RNA polymerase II and CHD2, were recurrently and specifically mutated in the SS group, confirming the low recurrence of common mutations in this <e2>tumor</e2>.
1	Only a few genes, including nucleosome disassembly, SMO, <e1>regulation of transcription by RNA polymerase II</e1> and CHD2, were recurrently and specifically mutated in the SS group, confirming the low recurrence of common mutations in this <e2>tumor</e2>.
1	We detected 11 novel mutations in <i>GJA3</i>, <i>GJA8</i>, <i>CRYAA</i>, <i>CRYBB2</i>, <i>CRYGS</i>, <i>CRYGA</i>, <i>GCNT2</i>, <i>CRYGA</i>, and <i>MIP</i>; and three previously reported <e1>cataract</e1>-causing mutations in <i>GJA8</i>, <i>CRYAA</i>, and <i>CRYBB2</i> The most commonly mutated genes were those coding for <e2>negative regulation of cell-matrix adhesion</e2> junctions and crystallin proteins.
1	Candidate markers were identified by bisulfite conversion-based genome-wide methylation screening of lung tissue from lung <e1>cancer</e1>, fibrotic ILD, and <e2>intracellular protein transport</e2>. cfDNA from 400l serum (n=204) served to test the diagnostic performance of these markers.
1	Hepatocellular carcinoma related protein 1 (<e1>ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway</e1>), which is essential for internalization and degradation of ubiquitinated membrane receptors, is downregulated in several <e2>tumors</e2> and strongly affects the outcomes of cancer patients.
1	Hepatocellular carcinoma related protein 1 (<e1>ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway</e1>), which is essential for internalization and degradation of ubiquitinated membrane receptors, is downregulated in several tumors and strongly affects the outcomes of <e2>cancer</e2> patients.
1	It is reported the expression of <e1>ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway</e1> is inversely related to epidermal growth factor receptor (EGFR) in breast <e2>cancer</e2> and lead to resistance to cetuximab in ovarian cancer.
1	<e1>ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway</e1> expression was significantly related to age (P=0.017), pathological grade (P=0.003), <e2>tumor</e2> encapsulation (P=0.037), recurrence (P=0.039) and death (P=0.015), but unrelated to cirrhosis (P=0.216), tumor size (P=0.273), and distant metastasis (P=0.554).
1	Metabolic syndrome (MeS) is associated with increased <e1>mitochondrial transport</e1> <e2>aggressiveness</e2> and recurrence.
1	Moreover, <e1>ion transmembrane transport</e1> depletion in mitochondrial transport cells injected subcutaneously in MeS epidermis development increased the circulating <e2>tumor</e2> cells foci compared to control.
1	Recently, mutations of <e1>biological_process</e1> gene were reported to be associated with early-onset <e2>parkinsonism</e2>, progressive neurodevelopmental delay, and dystonia in several unrelated pedigrees.
1	Recently, mutations of <e1>biological_process</e1> gene were reported to be associated with early-onset parkinsonism, progressive <e2>neurodevelopmental delay</e2>, and dystonia in several unrelated pedigrees.
1	This study aimed to evaluate <e1>biological_process</e1> coding mutations in <e2>sporadic</e2> Chinese Han patients with Parkinson's disease (PD) and test whether an age-of-onset effect exists.
1	Biallelic <e1>ion transmembrane transport</e1> mutations cause infantile hypotonia with psychomotor retardation and characteristic facies 2 (IHPRF2), which is characterized by hypotonia, <e2>developmental delay</e2> (DD)/intellectual disability (ID), intrauterine growth retardation, postnatal growth retardation and characteristic facial features.
1	Furthermore, we herein summarize the genotypes and phenotypes of patients with <e1>ion transmembrane transport</e1> mutations reported in the literature, revealing that IHPRF2 is a phenotypically <e2>heterogeneous</e2> disease.
1	Common facial dysmorphisms include a thin upper <e1>nuclear-transcribed mRNA catabolic process, nonsense-mediated decay</e1>, a tented upper lip, a <e2>triangular face</e2>, strabismus and microcephaly.
1	<e1>phosphorylation</e1> has also been identified as an important node in <e2>ataxia</e2> gene networks more broadly, but the functional role of PKC in other forms of ataxia remains unexplored, and the mechanisms by which PKC isozymes regulate Purkinje neuron health are not well understood.
1	Recent advances in whole exome sequencing technology show promise for further elucidation of disease causing variants as in the recent identification of rare variants within <e1>regulation of transcription by RNA polymerase II</e1> segregating with pathological <e2>myopia</e2>.
1	We evaluated the molecular <e1>heterogeneity</e1> of sCRC tumors based on simultaneous assessment of the overall <e2>regulation of TOR signaling</e2> of both coding mRNA and non-coding RNA genes in primary sCRC tumor samples from 23 consecutive patients and their paired liver metastases.
1	We evaluated the molecular heterogeneity of sCRC tumors based on simultaneous assessment of the overall <e1>regulation of TOR signaling</e1> of both coding mRNA and non-coding RNA genes in primary sCRC <e2>tumor</e2> samples from 23 consecutive patients and their paired liver metastases.
1	RHOA, SMAD2, SMAD4, <e1>embryonic pattern specification</e1>, SMAD6, protein phosphorylation, negative regulation of transcription by RNA polymerase II and MYC-, which thereby emerge as candidate genes to play an important role in CRC <e2>tumor</e2> metastasis.
0	RHOA, SMAD2, SMAD4, embryonic pattern specification, SMAD6, <e1>protein phosphorylation</e1>, negative regulation of transcription by RNA polymerase II and MYC-, which thereby emerge as candidate genes to play an important role in CRC <e2>tumor</e2> metastasis.
1	RHOA, SMAD2, SMAD4, embryonic pattern specification, SMAD6, protein phosphorylation, <e1>negative regulation of transcription by RNA polymerase II</e1> and MYC-, which thereby emerge as candidate genes to play an important role in CRC <e2>tumor</e2> metastasis.
1	The incproteolysisnce rate of <e1>hepatocellular carcinoma</e1> (<e2>phosphatidylinositol phosphorylation</e2>) is rising.
1	Activation of inflammatory pathways is known to accompany development of <e1>obesity</e1>-induced non-alcoholic positive regulation of cell-matrix adhesionty liver disease (NAFLD), insulin resistance and <e2>muscle organ development</e2> 2 diabetes.
1	Hearing impairment (HI) caused by mutations in the connexin-26 gene (<e1>gap junction-mediated intercellular transport</e1>) accounts for the majority of cases with inherited, nonsyndromic sensorineural <e2>hearing loss</e2>.
1	This study describes the first use of <e1>pentose-phosphate shunt, oxidative branch</e1> for gap junction-mediated intercellular transport associated non-syndromic <e2>deafness</e2> in Iran.
1	This study describes the first use of pentose-phosphate shunt, oxidative branch for <e1>gap junction-mediated intercellular transport</e1> associated non-syndromic <e2>deafness</e2> in Iran.
1	<e1>gap junction-mediated intercellular transport</e1> donor splicing site IVS1+1G&amp;gt;A mutation analysis was performed using Sanger sequencing for a total of 71 Iranian families with at least 1 deaf child diagnosed with non-syndromic <e2>deafness</e2>.
1	Recent studies have linked mutations in the SLC24A4 (NCKX4) and <e1>ion transmembrane transport</e1> (NCKX5) genes to amylogenesis imperfecta (AI) and non-syndromic oculocutaneous <e2>albinism</e2> (OCA6), respectively.
1	We also analyzed two mutations in a Drosophila <e1>ion transport</e1> gene that have been reported to result in an increased susceptibility for <e2>seizures</e2>, and found that both resulted in mutant proteins with significantly reduced but observable NCKX activity.
1	Via its bipartite zona pellucida module (ZP-N/ZP-C), <e1>heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules</e1> forms extracellular filaments that regulate kidney electrolyte balance and innate immunity, as well as protect against <e2>renal stones</e2>.
0	This phenotype is associated with increased cytosine methylation <e1>heterogeneity</e1>, but not with increased <e2>somatic diversification of immunoglobulins</e2>-mediated somatic mutation burden.
1	This phenotype is associated with increased cytosine methylation heterogeneity, but not with increased <e1>somatic diversification of immunoglobulins</e1>-mediated <e2>somatic mutation</e2> burden.
1	Reciprocally, the cytosine methylation <e1>heterogeneity</e1> characteristic of normal GC B cells is lost upon <e2>somatic diversification of immunoglobulins</e2> depletion.
1	These observations are relevant to human patients, since DLBCLs with high <e1>somatic diversification of immunoglobulins</e1> expression manifest increased methylation <e2>heterogeneity</e2> vs. AICDA-low DLBCLs.
1	Our results identify <e1>somatic diversification of immunoglobulins</e1> as a driver of epigenetic <e2>heterogeneity</e2> in B-cell lymphomas with potential significance for other tumors with aberrant expression of cytidine deaminases.
1	Our results identify <e1>somatic diversification of immunoglobulins</e1> as a driver of epigenetic heterogeneity in B-cell lymphomas with potential significance for other <e2>tumors</e2> with aberrant expression of cytidine deaminases.
1	Thus, it is clear that a more complex genetic network of <e1>cancer</e1>-associated genes than previously hypothesized is involved in BCC carcinogenesis, with a potential <e2>negative regulation of transcription by RNA polymerase II</e2> on the development of new molecular targeted therapies.
1	Loss-of-function mutations in the human <e1>positive regulation of integrin activation</e1> gene cause <e2>autosomal recessive</e2> congenital lymphatic dysplasia.
1	Gain-of-function mutations in the human <e1>positive regulation of integrin activation</e1> gene cause the autosomal dominant <e2>hemolytic anemia</e2>, hereditary xerocytosis (also known as dehydrated stomatocytosis).
1	Loss-of-function mutations in the human <e1>cation transport</e1> gene cause an <e2>autosomal recessive</e2> syndrome of muscular atrophy with perinatal respiratory distress, arthrogryposis, and scoliosis.
1	Loss-of-function mutations in the human <e1>cation transport</e1> gene cause an autosomal recessive syndrome of muscular atrophy with perinatal respiratory distress, <e2>arthrogryposis</e2>, and scoliosis.
1	Loss-of-function mutations in the human <e1>cation transport</e1> gene cause an autosomal recessive syndrome of muscular atrophy with perinatal respiratory distress, arthrogryposis, and <e2>scoliosis</e2>.
1	Results Our cohort consisted mostly of children and displayed a wide phenotypic variability in the presenting symptoms ranging from hypoglycemic <e1>seizures</e1> at the severe <e2>positive regulation of protein phosphorylation</e2> of the spectrum to insidious hyperpigmentation and delayed development.
1	In our study, we aim to investigate whether variants of <e1>magnesium ion homeostasis</e1>, potassium ion transmembrane transport, and KCNV2 genes influence susceptibility to genetic generalized <e2>epilepsies</e2> (GGEs) and the efficacy of AEDs.
1	In our study, we aim to investigate whether variants of magnesium ion homeostasis, <e1>potassium ion transmembrane transport</e1>, and KCNV2 genes influence susceptibility to genetic generalized <e2>epilepsies</e2> (GGEs) and the efficacy of AEDs.
1	In the present study, we sought to identify the factors involved in the RAR&amp;alpha;-mediated transcriptional regulation of the tumor suppressor gene and the tissue factor pathway inhibitor 2 (<e1>blood coagulation</e1>) in <e2>hepatocellular carcinoma</e2> (phosphatidylinositol phosphorylation).
1	The musculo-aponeurotic <e1>fibrosarcoma</e1> oncogene homolog B (MAFB) significantly enhanced the activation of the <e2>blood coagulation</e2> promoter via RAR&amp;alpha; while positive regulation of transcription by RNA polymerase II inhibited it.
1	Naive CD4<sup>+</sup> T cells adhere to <e1>tumor</e1> slices in proportion to the abundance of <e2>chemotaxis</e2>-producing macrophages.
1	In human breast <e1>cancer</e1> xenografts in humanized epidermis development, blocking the recruitment of naive CD4<sup>+</sup> T cells into tumor by knocking down the expression of <e2>phosphatidylinositol biosynthetic process</e2>, a chemotaxis receptor, significantly reduces intratumoral Tregs and inhibits tumor progression.
1	In human breast <e1>cancer</e1> xenografts in humanized epidermis development, blocking the recruitment of naive CD4<sup>+</sup> T cells into tumor by knocking down the expression of phosphatidylinositol biosynthetic process, a <e2>chemotaxis</e2> receptor, significantly reduces intratumoral Tregs and inhibits tumor progression.
0	In human breast cancer xenografts in humanized <e1>epidermis development</e1>, blocking the recruitment of naive CD4<sup>+</sup> T cells into <e2>tumor</e2> by knocking down the expression of phosphatidylinositol biosynthetic process, a chemotaxis receptor, significantly reduces intratumoral Tregs and inhibits tumor progression.
1	Inhibiting naive CD4<sup>+</sup> T cell recruitment into <e1>tumor</e1>s by interfering with phosphatidylinositol biosynthetic process recognition of <e2>chemotaxis</e2> may be an attractive strategy for anticancer immunotherapy.
1	Inhibiting naive CD4<sup>+</sup> T cell recruitment into tumors by interfering with phosphatidylinositol biosynthetic process recognition of <e1>chemotaxis</e1> may be an attractive strategy for anti<e2>cancer</e2> immunotherapy.
1	Thus, we comprehensively revealed the anti-<e1>tumor</e1> mechanism of <e2>positive regulation of transcription from RNA polymerase II promoter by glucose</e2>-nha, which inhibits tumor growth by modulating PI3K/positive regulation of protein phosphorylation-regulated cell cycle arrest, autophagy, and apoptosis, and provided the basis for further application of fungal immunomodulatory proteins, especially FIP-nha.
1	Thus, we comprehensively revealed the anti-<e1>tumor</e1> mechanism of positive regulation of transcription from RNA polymerase II promoter by glucose-nha, which inhibits tumor growth by modulating PI3K/<e2>positive regulation of protein phosphorylation</e2>-regulated cell cycle arrest, autophagy, and apoptosis, and provided the basis for further application of fungal immunomodulatory proteins, especially FIP-nha.
1	High mobility group A2 (<e1>negative regulation of transcription by RNA polymerase II</e1>) plays a crucial role in the development of <e2>cancer</e2>.
1	However, the mechanism by which <e1>negative regulation of transcription by RNA polymerase II</e1> promotes the growth of <e2>hepatocellular carcinoma</e2> (phosphatidylinositol phosphorylation) remains unclear.
1	However, the mechanism by which negative regulation of transcription by RNA polymerase II promotes the growth of <e1>hepatocellular carcinoma</e1> (<e2>phosphatidylinositol phosphorylation</e2>) remains unclear.
1	To evaluate the role of constitutive epigenetic changes in normal body cells of <e1>double-strand break repair via homologous recombination</e1>/mitotic cytokinesis-mutation negative patients, we have developed a deep bisulfite sequencing assay targeting the promoter regions of 8 <e2>tumor</e2> suppressor (TS) genes (BRCA1, BRCA2, DNA repair, protein phosphorylation, PTEN, TP53, mismatch repair, RB1) and the estrogene receptor gene (transcription by RNA polymerase II), which plays a role in tumor progression.
1	To evaluate the role of constitutive epigenetic changes in normal body cells of double-strand break repair via homologous recombination/<e1>mitotic cytokinesis</e1>-mutation negative patients, we have developed a deep bisulfite sequencing assay targeting the promoter regions of 8 <e2>tumor</e2> suppressor (TS) genes (BRCA1, BRCA2, DNA repair, protein phosphorylation, PTEN, TP53, mismatch repair, RB1) and the estrogene receptor gene (transcription by RNA polymerase II), which plays a role in tumor progression.
1	To evaluate the role of constitutive epigenetic changes in normal body cells of double-strand break repair via homologous recombination/mitotic cytokinesis-mutation negative patients, we have developed a deep bisulfite sequencing assay targeting the promoter regions of 8 <e1>tumor</e1> suppressor (TS) genes (BRCA1, BRCA2, <e2>DNA repair</e2>, protein phosphorylation, PTEN, TP53, mismatch repair, RB1) and the estrogene receptor gene (transcription by RNA polymerase II), which plays a role in tumor progression.
1	To evaluate the role of constitutive epigenetic changes in normal body cells of double-strand break repair via homologous recombination/mitotic cytokinesis-mutation negative patients, we have developed a deep bisulfite sequencing assay targeting the promoter regions of 8 <e1>tumor</e1> suppressor (TS) genes (BRCA1, BRCA2, DNA repair, protein phosphorylation, PTEN, TP53, mismatch repair, RB1) and the estrogene receptor gene (<e2>transcription by RNA polymerase II</e2>), which plays a role in tumor progression.
1	This report describes for the first time a patient with <e1>regulation of exocytosis</e1> deficiency presenting with <e2>cortical dysplasia</e2> (polymicrogyria), developmental delay, and platelet secretion defect.
1	This report describes for the first time a patient with <e1>regulation of exocytosis</e1> deficiency presenting with cortical dysplasia (polymicrogyria), <e2>developmental delay</e2>, and platelet secretion defect.
1	E168d2 <e1>epidermis development</e1> carry a frameshift mutation in the positive regulation of transcription by RNA polymerase II activation domain, Glu168del2, which is associated with <e2>severe</e2> dominant CoRD or clathrin coat assembly in humans.
1	E168d2 epidermis development carry a frameshift mutation in the <e1>positive regulation of transcription by RNA polymerase II</e1> activation domain, Glu168del2, which is associated with <e2>severe</e2> dominant CoRD or clathrin coat assembly in humans.
0	E168d2 epidermis development carry a frameshift mutation in the positive regulation of transcription by RNA polymerase II activation domain, Glu168del2, which is associated with <e1>severe</e1> dominant CoRD or <e2>clathrin coat assembly</e2> in humans.
1	We also show expression of <e1>response to hypoxia</e1> within the <e2>central</e2> nervous system, including the hypothalamus, as well as the renal tract during human embryonic development.
1	The progressive neurological abnormalities, congenital <e1>hypopituitarism</e1> and post-retinal visual pathway dysfunction in affected individuals demonstrates for the first time the essential role of <e2>response to hypoxia</e2> in the development of the hypothalamo-pituitary axis, post-natal brain growth, and visual and renal function in humans.
1	Recently a homozygous mutation, Gly372Ser, in the <e1>release of cytochrome c from mitochondria</e1> gene, was reported in an abstract form, in three sibs who suffered from intractable <e2>epilepsy</e2> and developmental delay accompanied by 3-methylglutaconic aciduria.
1	Recently a homozygous mutation, Gly372Ser, in the <e1>release of cytochrome c from mitochondria</e1> gene, was reported in an abstract form, in three sibs who suffered from intractable epilepsy and <e2>developmental delay</e2> accompanied by 3-methylglutaconic aciduria.
1	Given the phenotypic similarity, we conclude that missense mutations in <e1>release of cytochrome c from mitochondria</e1> are likely manifesting by severe intellectual disability and <e2>epilepsy</e2> accompanied by 3-methylglutaconic aciduria and variable mitochondrial complex V deficiency.
1	Given the phenotypic similarity, we conclude that missense mutations in <e1>release of cytochrome c from mitochondria</e1> are likely manifesting by severe <e2>intellectual disability</e2> and epilepsy accompanied by 3-methylglutaconic aciduria and variable mitochondrial complex V deficiency.
1	Biallelic mutations in the <e1>protein dephosphorylation</e1> gene have been identified in one family with demyelinating Charcot-Marie-Tooth disease (CMT4B3) and two families with axonal <e2>neuropathy</e2> and additional neurological and skeletal features.
1	Here we describe novel sequence variants in <e1>protein dephosphorylation</e1> (c.1168C&gt;G and c.2209_2210del) as the potential causative mutations in two siblings with severe axonal <e2>neuropathy</e2>, hearing loss, facial weakness and bulbar features.
0	Our findings suggest that <e1>protein dephosphorylation</e1> mutations may cause a syndromic form of autosomal recessive axonal <e2>neuropathy</e2> (AR-CMT2) in addition to CMT4B3.
1	Our findings suggest that <e1>protein dephosphorylation</e1> mutations may cause a syndromic form of <e2>autosomal recessive</e2> axonal neuropathy (AR-CMT2) in addition to CMT4B3.
1	Having used a similar strategy for the in silico evaluation of 150 mutations of <i>CYP21A2</i>, the disease-causing gene in congenital <e1>adrenal hyperplasia</e1>, we now provide a full structural explanation for the clinical severity of AME resulting from each known <i><e2>glucocorticoid biosynthetic process</e2></i> missense mutation.
1	Metaplastic <e1>breast carcinoma</e1> is an aggressive form of invasive breast cancer with histological evidence of epithelial to mesenchymal transition (<e2>cytokine production</e2>).
1	Here we show that <e1>regulation of mitochondrial membrane potential</e1> (regulation of mitochondrial membrane potential), a secreted matricellular protein of the CCN (CYR61/CTGF/NOV) family, is significantly downregulated in clinical samples of human spindle cell metaplastic <e2>breast carcinoma</e2>.
1	Here we show that regulation of mitochondrial membrane potential (<e1>regulation of mitochondrial membrane potential</e1>), a secreted matricellular protein of the CCN (CYR61/CTGF/NOV) family, is significantly downregulated in clinical samples of human spindle cell metaplastic <e2>breast carcinoma</e2>.
1	High expression of Chemokine receptor 4 (<e1>G protein-coupled receptor signaling pathway</e1>) is important in <e2>tumor</e2> invasion, metastasis, drug-resistance and maintenance of stemness in non-small cell lung cancer (NSCLC).
1	We therefore studied the molecular characteristics of drug-resistant <e1>G protein-coupled receptor signaling pathway</e1>-positive cells on epithelial-mesenchymal transition (cytokine production) for the future identification of the <e2>tumor</e2> cells with the properties of both EMT and stemness.
1	Friedreich's <e1>ataxia</e1> (<e2>regulation of ferrochelatase activity</e2>) is an autosomal recessive neurodegenerative disorder resulting from reduced expression of the protein frataxin (FXN).
1	Here, we demonstrate that transgenic targeting of <e1>response to oxidative stress</e1> to mitochondria confers significant protection from diet-induced <e2>obesity</e2>, insulin resistance, and adipose tissue inflammation.
1	<e1>cerebral cortex development</e1> gene mutations have been linked recently to <e2>autosomal recessive</e2> mental retardation 13 (MRT13; MIM#613192) with only eight families reported world-wide.
1	Mutations in <e1>cerebral cortex development</e1> should be considered in non-syndromic <e2>autosomal recessive</e2> intellectual disability with severe speech disorder.
1	Mutations in <e1>cerebral cortex development</e1> should be considered in non-syndromic autosomal recessive <e2>intellectual disability</e2> with severe speech disorder.
1	Rare forms of autosomal-dominant Charcot-Marie-Tooth disease (AD-CMT) may be associated with mutations in Fibulin-5 (<e1>secretion</e1>) as AD-CMT is genetically <e2>heterogeneous</e2>.
1	The incidence of thyroid <e1>cancer</e1> has increased the past few decades, the most frequent <e2>muscle organ development</e2> has been identified to be the papillary thyroid carcinoma (biological_process).
1	The incidence of thyroid <e1>cancer</e1> has increased the past few decades, the most frequent muscle organ development has been identified to be the papillary thyroid carcinoma (<e2>biological_process</e2>).
1	The incidence of thyroid cancer has increased the past few decades, the most frequent <e1>muscle organ development</e1> has been identified to be the <e2>papillary thyroid carcinoma</e2> (biological_process).
1	Overexpression of <e1>translational initiation</e1>7 inhibited the proliferation and increased the radioiodine uptake ability of biological_process cells invitro and inhibited the <e2>tumor</e2> growth invivo.
